date,product,time,bid,bs,ask,as
,AMETHYSTS,186300,9996,1,10004,1
,STARFRUIT,186300,4955,29,4956,10
,STARFRUIT,186400,4955,30,4956,1
,AMETHYSTS,186400,9995,30,9998,1
,AMETHYSTS,186500,9996,1,10004,1
,STARFRUIT,186500,4955,31,4962,31
,AMETHYSTS,186600,9998,10,10004,2
,STARFRUIT,186600,4956,2,4960,7
,AMETHYSTS,186700,9996,2,10004,2
,STARFRUIT,186700,4955,27,4962,27
,STARFRUIT,186800,4956,6,4961,20
,AMETHYSTS,186800,9995,20,10002,6
,AMETHYSTS,186900,9996,1,10004,1
,STARFRUIT,186900,4955,1,4961,31
,AMETHYSTS,187000,9998,1,10000,3
,STARFRUIT,187000,4954,31,4957,3
,AMETHYSTS,187100,9995,20,10005,20
,STARFRUIT,187100,4954,20,4961,20
,STARFRUIT,187200,4954,23,4959,6
,AMETHYSTS,187200,9996,2,10004,2
,AMETHYSTS,187300,9995,27,10002,10
,STARFRUIT,187300,4954,27,4959,7
,AMETHYSTS,187400,9996,2,10004,2
,STARFRUIT,187400,4960,1,4961,23
,AMETHYSTS,187500,9995,21,10005,21
,STARFRUIT,187500,4955,21,4961,21
,STARFRUIT,187600,4954,24,4959,2
,AMETHYSTS,187600,9998,1,10004,1
,STARFRUIT,187700,4959,8,4961,27
,AMETHYSTS,187700,9995,27,10005,27
,AMETHYSTS,187800,9996,1,10004,1
,STARFRUIT,187800,4955,1,4961,21
,STARFRUIT,187900,4954,26,4961,26
,AMETHYSTS,187900,9996,2,10004,2
,STARFRUIT,188000,4954,29,4959,2
,AMETHYSTS,188000,10002,1,10004,2
,STARFRUIT,188100,4954,26,4958,5
,AMETHYSTS,188100,9995,26,10002,8
,AMETHYSTS,188200,9996,1,10004,1
,STARFRUIT,188200,4954,1,4960,22
,STARFRUIT,188300,4953,21,4960,21
,AMETHYSTS,188300,9996,1,10002,3
,STARFRUIT,188400,4954,26,4960,1
,AMETHYSTS,188400,9996,1,9998,1
,STARFRUIT,188500,4954,29,4960,29
,AMETHYSTS,188500,9996,1,10002,1
,AMETHYSTS,188600,9995,23,10002,8
,STARFRUIT,188600,4953,23,4960,23
,STARFRUIT,188700,4953,28,4960,28
,AMETHYSTS,188700,9995,28,10002,8
,STARFRUIT,188800,4953,27,4960,27
,AMETHYSTS,188800,9996,2,10004,2
,STARFRUIT,188900,4954,4,4960,24
,AMETHYSTS,188900,9996,2,10002,1
,AMETHYSTS,189000,9996,2,10004,2
,STARFRUIT,189000,4953,23,4954,1
,STARFRUIT,189100,4956,5,4960,26
,AMETHYSTS,189100,10000,5,10005,26
,STARFRUIT,189200,4957,2,4959,27
,AMETHYSTS,189200,9996,1,10002,4
,STARFRUIT,189300,4959,1,4960,26
,AMETHYSTS,189300,9998,9,10004,2
,AMETHYSTS,189400,9995,30,10002,9
,STARFRUIT,189400,4954,7,4960,30
,STARFRUIT,189500,4953,20,4960,20
,AMETHYSTS,189500,9995,20,9998,1
,STARFRUIT,189600,4954,22,4960,22
,AMETHYSTS,189600,9998,7,10005,22
,STARFRUIT,189700,4954,22,4959,4
,AMETHYSTS,189700,9998,8,10005,22
,AMETHYSTS,189800,9996,1,10004,1
,STARFRUIT,189800,4955,8,4960,1
,STARFRUIT,189900,4957,3,4959,4
,AMETHYSTS,189900,10000,3,10004,1
,STARFRUIT,190000,4954,26,4955,9
,AMETHYSTS,190000,9996,2,10004,2
,STARFRUIT,190100,4954,21,4961,21
,AMETHYSTS,190100,9996,1,10004,1
,AMETHYSTS,190200,9995,20,10005,20
,STARFRUIT,190200,4955,7,4961,20
,STARFRUIT,190300,4954,26,4959,5
,AMETHYSTS,190300,9996,2,10004,2
,STARFRUIT,190400,4954,27,4961,27
,AMETHYSTS,190400,9995,27,10005,27
,STARFRUIT,190500,4954,4,4960,28
,AMETHYSTS,190500,9996,1,10004,1
,AMETHYSTS,190600,9996,1,10004,1
,STARFRUIT,190600,4954,29,4960,1
,STARFRUIT,190700,4954,30,4961,30
,AMETHYSTS,190700,10002,2,10004,2
,STARFRUIT,190800,4954,20,4961,20
,AMETHYSTS,190800,9995,20,9998,5
,STARFRUIT,190900,4959,1,4960,23
,AMETHYSTS,190900,10002,1,10005,23
,AMETHYSTS,191000,9996,2,10002,1
,STARFRUIT,191000,4954,27,4960,2
,STARFRUIT,191100,4955,2,4961,24
,AMETHYSTS,191100,9996,2,10004,2
,STARFRUIT,191200,4954,22,4961,22
,AMETHYSTS,191200,9995,22,10005,22
,STARFRUIT,191300,4956,6,4960,26
,AMETHYSTS,191300,10000,6,10004,2
,AMETHYSTS,191400,9996,2,10004,2
,STARFRUIT,191400,4953,32,4959,2
,STARFRUIT,191500,4953,22,4959,2
,AMETHYSTS,191500,9996,2,9998,4
,STARFRUIT,191600,4953,22,4960,22
,AMETHYSTS,191600,9996,2,10004,2
,STARFRUIT,191700,4954,2,4960,23
,AMETHYSTS,191700,9996,2,10004,2
,AMETHYSTS,191800,9996,1,10004,1
,STARFRUIT,191800,4959,1,4960,31
,STARFRUIT,191900,4955,4,4960,1
,AMETHYSTS,191900,9996,1,10004,1
,STARFRUIT,192000,4954,24,4960,2
,AMETHYSTS,192000,9996,2,10002,9
,AMETHYSTS,192100,9996,2,9998,1
,STARFRUIT,192100,4954,32,4960,2
,STARFRUIT,192200,4954,30,4961,30
,AMETHYSTS,192200,9995,30,9998,2
,STARFRUIT,192300,4954,24,4960,1
,AMETHYSTS,192300,9998,2,10004,1
,STARFRUIT,192400,4954,21,4961,21
,AMETHYSTS,192400,9998,9,10005,21
,AMETHYSTS,192500,9995,21,9998,1
,STARFRUIT,192500,4960,1,4961,21
,STARFRUIT,192600,4954,24,4959,6
,AMETHYSTS,192600,10002,3,10004,2
,STARFRUIT,192700,4955,1,4961,21
,AMETHYSTS,192700,9996,1,10004,1
,STARFRUIT,192800,4954,29,4961,29
,AMETHYSTS,192800,9996,1,10004,1
,AMETHYSTS,192900,9995,25,10005,25
,STARFRUIT,192900,4954,25,4961,25
,STARFRUIT,193000,4954,31,4961,31
,AMETHYSTS,193000,9996,2,10004,2
,STARFRUIT,193100,4954,1,4960,28
,AMETHYSTS,193100,9996,1,10004,1
,STARFRUIT,193200,4953,30,4960,30
,AMETHYSTS,193200,9995,30,10005,30
,AMETHYSTS,193300,10002,4,10004,1
,STARFRUIT,193300,4954,29,4960,29
,STARFRUIT,193400,4954,21,4961,21
,AMETHYSTS,193400,9996,1,10004,1
,STARFRUIT,193500,4954,5,4960,29
,AMETHYSTS,193500,9996,2,9998,1
,STARFRUIT,193600,4953,25,4960,25
,AMETHYSTS,193600,9996,1,10004,1
,AMETHYSTS,193700,9995,30,9998,1
,STARFRUIT,193700,4953,30,4958,7
,STARFRUIT,193800,4958,1,4959,30
,AMETHYSTS,193800,9995,30,10002,10
,STARFRUIT,193900,4954,4,4959,31
,AMETHYSTS,193900,9996,1,10004,1
,STARFRUIT,194000,4952,24,4957,8
,AMETHYSTS,194000,9996,2,10004,2
,AMETHYSTS,194100,9996,1,9998,1
,STARFRUIT,194100,4957,1,4959,25
,STARFRUIT,194200,4953,1,4959,32
,AMETHYSTS,194200,9998,1,10004,2
,AMETHYSTS,194300,9995,30,10005,30
,STARFRUIT,194300,4952,30,4953,1
,AMETHYSTS,194400,9996,2,10002,6
,STARFRUIT,194400,4952,30,4958,2
,AMETHYSTS,194500,9996,1,10002,6
,STARFRUIT,194500,4953,3,4958,1
,STARFRUIT,194600,4951,30,4958,31
,AMETHYSTS,194600,9996,1,10004,1
,AMETHYSTS,194700,9996,2,10002,7
,STARFRUIT,194700,4951,25,4958,25
,AMETHYSTS,194800,9995,22,10005,22
,STARFRUIT,194800,4952,3,4958,22
,AMETHYSTS,194900,9996,2,10004,2
,STARFRUIT,194900,4951,25,4958,25
,STARFRUIT,195000,4951,29,4958,29
,AMETHYSTS,195000,9995,29,10005,29
,AMETHYSTS,195100,10002,1,10004,2
,STARFRUIT,195100,4951,27,4956,4
,AMETHYSTS,195200,9998,6,10005,29
,STARFRUIT,195200,4953,1,4959,29
,AMETHYSTS,195300,9995,27,10005,27
,STARFRUIT,195300,4951,27,4958,27
,STARFRUIT,195400,4951,29,4958,29
,AMETHYSTS,195400,9996,1,10002,10
,AMETHYSTS,195500,9996,2,10004,2
,STARFRUIT,195500,4951,28,4958,28
,AMETHYSTS,195600,9996,2,10004,2
,STARFRUIT,195600,4950,25,4957,25
,AMETHYSTS,195700,10002,1,10004,1
,STARFRUIT,195700,4951,1,4955,6
,STARFRUIT,195800,4951,32,4956,8
,AMETHYSTS,195800,9996,2,10004,2
,AMETHYSTS,195900,9996,1,9998,1
,STARFRUIT,195900,4951,27,4958,27
,AMETHYSTS,196000,10002,2,10005,22
,STARFRUIT,196000,4956,1,4958,22
,AMETHYSTS,196100,9996,1,10004,1
,STARFRUIT,196100,4951,24,4957,1
,STARFRUIT,196200,4951,1,4957,22
,AMETHYSTS,196200,9998,3,10004,1
,AMETHYSTS,196300,9995,25,10002,9
,STARFRUIT,196300,4951,25,4956,7
,AMETHYSTS,196400,9996,1,10004,1
,STARFRUIT,196400,4951,30,4958,30
,AMETHYSTS,196500,9996,2,10004,2
,STARFRUIT,196500,4956,1,4958,27
,STARFRUIT,196600,4951,23,4958,23
,AMETHYSTS,196600,9995,23,10005,23
,STARFRUIT,196700,4952,3,4958,26
,AMETHYSTS,196700,9996,1,10004,1
,AMETHYSTS,196800,9996,2,10004,2
,STARFRUIT,196800,4950,28,4957,28
,STARFRUIT,196900,4951,8,4957,25
,AMETHYSTS,196900,9998,9,10005,25
,STARFRUIT,197000,4953,6,4957,26
,AMETHYSTS,197000,10000,6,10004,1
,STARFRUIT,197100,4950,2,4956,32
,AMETHYSTS,197100,9996,2,10004,2
,AMETHYSTS,197200,9998,8,10004,1
,STARFRUIT,197200,4950,30,4956,1
,STARFRUIT,197300,4950,1,4956,25
,AMETHYSTS,197300,9996,1,10004,1
,STARFRUIT,197400,4955,1,4957,20
,AMETHYSTS,197400,10002,1,10005,20
,STARFRUIT,197500,4951,1,4957,23
,AMETHYSTS,197500,9996,2,10004,2
,AMETHYSTS,197600,9995,20,10005,20
,STARFRUIT,197600,4951,3,4957,20
,STARFRUIT,197700,4950,2,4956,28
,AMETHYSTS,197700,9996,2,10002,4
,STARFRUIT,197800,4949,25,4954,6
,AMETHYSTS,197800,9995,25,10005,25
,STARFRUIT,197900,4949,24,4954,8
,AMETHYSTS,197900,9995,24,10005,24
,AMETHYSTS,198000,9995,20,10002,9
,STARFRUIT,198000,4950,8,4956,20
,STARFRUIT,198100,4949,28,4956,28
,AMETHYSTS,198100,9996,1,10004,1
,STARFRUIT,198200,4949,23,4956,23
,AMETHYSTS,198200,9998,3,10005,23
,STARFRUIT,198300,4949,29,4955,2
,AMETHYSTS,198300,9998,10,10004,2
,AMETHYSTS,198400,9996,2,10004,2
,STARFRUIT,198400,4949,30,4955,2
,STARFRUIT,198500,4954,1,4956,22
,AMETHYSTS,198500,9995,22,9998,10
,STARFRUIT,198600,4948,24,4955,24
,AMETHYSTS,198600,9996,1,10004,1
,STARFRUIT,198700,4949,22,4954,7
,AMETHYSTS,198700,9996,2,10004,2
,AMETHYSTS,198800,9996,1,10004,1
,STARFRUIT,198800,4948,28,4949,1
,STARFRUIT,198900,4949,8,4950,5
,AMETHYSTS,198900,10002,1,10004,1
,STARFRUIT,199000,4948,25,4954,2
,AMETHYSTS,199000,9996,2,10004,2
,STARFRUIT,199100,4948,26,4953,3
,AMETHYSTS,199100,9995,27,10005,27
,AMETHYSTS,199200,10000,5,10002,9
,STARFRUIT,199200,4952,3,4956,22
,STARFRUIT,199300,4949,24,4954,6
,AMETHYSTS,199300,9998,3,10004,2
,STARFRUIT,199400,4949,23,4950,4
,AMETHYSTS,199400,9996,1,10004,1
,STARFRUIT,199500,4949,23,4956,23
,AMETHYSTS,199500,10002,1,10004,1
,AMETHYSTS,199600,9996,1,10002,7
,STARFRUIT,199600,4949,22,4956,22
,STARFRUIT,199700,4949,27,4956,27
,AMETHYSTS,199700,9998,8,10004,2
,STARFRUIT,199800,4949,21,4956,21
,AMETHYSTS,199800,9995,21,10002,8
,STARFRUIT,199900,4950,32,4954,7
,AMETHYSTS,199900,9996,2,10004,2
